date_key,full_date,day,month,month_name,quarter,year,week_number,day_of_week,is_weekend_uae,is_peak_season,is_ramadan,fiscal_year,fiscal_quarter,currency
20220721,2022-07-21,21,7,July,Q3,2022,29,Thursday,False,False,False,FY2022,Q3,AED
20220722,2022-07-22,22,7,July,Q3,2022,29,Friday,True,False,False,FY2022,Q3,AED
20220723,2022-07-23,23,7,July,Q3,2022,29,Saturday,True,False,False,FY2022,Q3,AED
20220724,2022-07-24,24,7,July,Q3,2022,29,Sunday,False,False,False,FY2022,Q3,AED
20220725,2022-07-25,25,7,July,Q3,2022,30,Monday,False,False,False,FY2022,Q3,AED
20220726,2022-07-26,26,7,July,Q3,2022,30,Tuesday,False,False,False,FY2022,Q3,AED
20220727,2022-07-27,27,7,July,Q3,2022,30,Wednesday,False,False,False,FY2022,Q3,AED
20220728,2022-07-28,28,7,July,Q3,2022,30,Thursday,False,False,False,FY2022,Q3,AED
20220729,2022-07-29,29,7,July,Q3,2022,30,Friday,True,False,False,FY2022,Q3,AED
20220730,2022-07-30,30,7,July,Q3,2022,30,Saturday,True,False,False,FY2022,Q3,AED
20220731,2022-07-31,31,7,July,Q3,2022,30,Sunday,False,False,False,FY2022,Q3,AED
20220801,2022-08-01,1,8,August,Q3,2022,31,Monday,False,False,False,FY2022,Q3,AED
20220802,2022-08-02,2,8,August,Q3,2022,31,Tuesday,False,False,False,FY2022,Q3,AED
20220803,2022-08-03,3,8,August,Q3,2022,31,Wednesday,False,False,False,FY2022,Q3,AED
20220804,2022-08-04,4,8,August,Q3,2022,31,Thursday,False,False,False,FY2022,Q3,AED
20220805,2022-08-05,5,8,August,Q3,2022,31,Friday,True,False,False,FY2022,Q3,AED
20220806,2022-08-06,6,8,August,Q3,2022,31,Saturday,True,False,False,FY2022,Q3,AED
20220807,2022-08-07,7,8,August,Q3,2022,31,Sunday,False,False,False,FY2022,Q3,AED
20220808,2022-08-08,8,8,August,Q3,2022,32,Monday,False,False,False,FY2022,Q3,AED
20220809,2022-08-09,9,8,August,Q3,2022,32,Tuesday,False,False,False,FY2022,Q3,AED
20220810,2022-08-10,10,8,August,Q3,2022,32,Wednesday,False,False,False,FY2022,Q3,AED
20220811,2022-08-11,11,8,August,Q3,2022,32,Thursday,False,False,False,FY2022,Q3,AED
20220812,2022-08-12,12,8,August,Q3,2022,32,Friday,True,False,False,FY2022,Q3,AED
20220813,2022-08-13,13,8,August,Q3,2022,32,Saturday,True,False,False,FY2022,Q3,AED
20220814,2022-08-14,14,8,August,Q3,2022,32,Sunday,False,False,False,FY2022,Q3,AED
20220815,2022-08-15,15,8,August,Q3,2022,33,Monday,False,False,False,FY2022,Q3,AED
20220816,2022-08-16,16,8,August,Q3,2022,33,Tuesday,False,False,False,FY2022,Q3,AED
20220817,2022-08-17,17,8,August,Q3,2022,33,Wednesday,False,False,False,FY2022,Q3,AED
20220818,2022-08-18,18,8,August,Q3,2022,33,Thursday,False,False,False,FY2022,Q3,AED
20220819,2022-08-19,19,8,August,Q3,2022,33,Friday,True,False,False,FY2022,Q3,AED
20220820,2022-08-20,20,8,August,Q3,2022,33,Saturday,True,False,False,FY2022,Q3,AED
20220821,2022-08-21,21,8,August,Q3,2022,33,Sunday,False,False,False,FY2022,Q3,AED
20220822,2022-08-22,22,8,August,Q3,2022,34,Monday,False,False,False,FY2022,Q3,AED
20220823,2022-08-23,23,8,August,Q3,2022,34,Tuesday,False,False,False,FY2022,Q3,AED
20220824,2022-08-24,24,8,August,Q3,2022,34,Wednesday,False,False,False,FY2022,Q3,AED
20220825,2022-08-25,25,8,August,Q3,2022,34,Thursday,False,False,False,FY2022,Q3,AED
20220826,2022-08-26,26,8,August,Q3,2022,34,Friday,True,False,False,FY2022,Q3,AED
20220827,2022-08-27,27,8,August,Q3,2022,34,Saturday,True,False,False,FY2022,Q3,AED
20220828,2022-08-28,28,8,August,Q3,2022,34,Sunday,False,False,False,FY2022,Q3,AED
20220829,2022-08-29,29,8,August,Q3,2022,35,Monday,False,False,False,FY2022,Q3,AED
20220830,2022-08-30,30,8,August,Q3,2022,35,Tuesday,False,False,False,FY2022,Q3,AED
20220831,2022-08-31,31,8,August,Q3,2022,35,Wednesday,False,False,False,FY2022,Q3,AED
20220901,2022-09-01,1,9,September,Q3,2022,35,Thursday,False,False,False,FY2022,Q3,AED
20220902,2022-09-02,2,9,September,Q3,2022,35,Friday,True,False,False,FY2022,Q3,AED
20220903,2022-09-03,3,9,September,Q3,2022,35,Saturday,True,False,False,FY2022,Q3,AED
20220904,2022-09-04,4,9,September,Q3,2022,35,Sunday,False,False,False,FY2022,Q3,AED
20220905,2022-09-05,5,9,September,Q3,2022,36,Monday,False,False,False,FY2022,Q3,AED
20220906,2022-09-06,6,9,September,Q3,2022,36,Tuesday,False,False,False,FY2022,Q3,AED
20220907,2022-09-07,7,9,September,Q3,2022,36,Wednesday,False,False,False,FY2022,Q3,AED
20220908,2022-09-08,8,9,September,Q3,2022,36,Thursday,False,False,False,FY2022,Q3,AED
20220909,2022-09-09,9,9,September,Q3,2022,36,Friday,True,False,False,FY2022,Q3,AED
20220910,2022-09-10,10,9,September,Q3,2022,36,Saturday,True,False,False,FY2022,Q3,AED
20220911,2022-09-11,11,9,September,Q3,2022,36,Sunday,False,False,False,FY2022,Q3,AED
20220912,2022-09-12,12,9,September,Q3,2022,37,Monday,False,False,False,FY2022,Q3,AED
20220913,2022-09-13,13,9,September,Q3,2022,37,Tuesday,False,False,False,FY2022,Q3,AED
20220914,2022-09-14,14,9,September,Q3,2022,37,Wednesday,False,False,False,FY2022,Q3,AED
20220915,2022-09-15,15,9,September,Q3,2022,37,Thursday,False,False,False,FY2022,Q3,AED
20220916,2022-09-16,16,9,September,Q3,2022,37,Friday,True,False,False,FY2022,Q3,AED
20220917,2022-09-17,17,9,September,Q3,2022,37,Saturday,True,False,False,FY2022,Q3,AED
20220918,2022-09-18,18,9,September,Q3,2022,37,Sunday,False,False,False,FY2022,Q3,AED
20220919,2022-09-19,19,9,September,Q3,2022,38,Monday,False,False,False,FY2022,Q3,AED
20220920,2022-09-20,20,9,September,Q3,2022,38,Tuesday,False,False,False,FY2022,Q3,AED
20220921,2022-09-21,21,9,September,Q3,2022,38,Wednesday,False,False,False,FY2022,Q3,AED
20220922,2022-09-22,22,9,September,Q3,2022,38,Thursday,False,False,False,FY2022,Q3,AED
20220923,2022-09-23,23,9,September,Q3,2022,38,Friday,True,False,False,FY2022,Q3,AED
20220924,2022-09-24,24,9,September,Q3,2022,38,Saturday,True,False,False,FY2022,Q3,AED
20220925,2022-09-25,25,9,September,Q3,2022,38,Sunday,False,False,False,FY2022,Q3,AED
20220926,2022-09-26,26,9,September,Q3,2022,39,Monday,False,False,False,FY2022,Q3,AED
20220927,2022-09-27,27,9,September,Q3,2022,39,Tuesday,False,False,False,FY2022,Q3,AED
20220928,2022-09-28,28,9,September,Q3,2022,39,Wednesday,False,False,False,FY2022,Q3,AED
20220929,2022-09-29,29,9,September,Q3,2022,39,Thursday,False,False,False,FY2022,Q3,AED
20220930,2022-09-30,30,9,September,Q3,2022,39,Friday,True,False,False,FY2022,Q3,AED
20221001,2022-10-01,1,10,October,Q4,2022,39,Saturday,True,False,False,FY2022,Q4,AED
20221002,2022-10-02,2,10,October,Q4,2022,39,Sunday,False,False,False,FY2022,Q4,AED
20221003,2022-10-03,3,10,October,Q4,2022,40,Monday,False,False,False,FY2022,Q4,AED
20221004,2022-10-04,4,10,October,Q4,2022,40,Tuesday,False,False,False,FY2022,Q4,AED
20221005,2022-10-05,5,10,October,Q4,2022,40,Wednesday,False,False,False,FY2022,Q4,AED
20221006,2022-10-06,6,10,October,Q4,2022,40,Thursday,False,False,False,FY2022,Q4,AED
20221007,2022-10-07,7,10,October,Q4,2022,40,Friday,True,False,False,FY2022,Q4,AED
20221008,2022-10-08,8,10,October,Q4,2022,40,Saturday,True,False,False,FY2022,Q4,AED
20221009,2022-10-09,9,10,October,Q4,2022,40,Sunday,False,False,False,FY2022,Q4,AED
20221010,2022-10-10,10,10,October,Q4,2022,41,Monday,False,False,False,FY2022,Q4,AED
20221011,2022-10-11,11,10,October,Q4,2022,41,Tuesday,False,False,False,FY2022,Q4,AED
20221012,2022-10-12,12,10,October,Q4,2022,41,Wednesday,False,False,False,FY2022,Q4,AED
20221013,2022-10-13,13,10,October,Q4,2022,41,Thursday,False,False,False,FY2022,Q4,AED
20221014,2022-10-14,14,10,October,Q4,2022,41,Friday,True,False,False,FY2022,Q4,AED
20221015,2022-10-15,15,10,October,Q4,2022,41,Saturday,True,False,False,FY2022,Q4,AED
20221016,2022-10-16,16,10,October,Q4,2022,41,Sunday,False,False,False,FY2022,Q4,AED
20221017,2022-10-17,17,10,October,Q4,2022,42,Monday,False,False,False,FY2022,Q4,AED
20221018,2022-10-18,18,10,October,Q4,2022,42,Tuesday,False,False,False,FY2022,Q4,AED
20221019,2022-10-19,19,10,October,Q4,2022,42,Wednesday,False,False,False,FY2022,Q4,AED
20221020,2022-10-20,20,10,October,Q4,2022,42,Thursday,False,False,False,FY2022,Q4,AED
20221021,2022-10-21,21,10,October,Q4,2022,42,Friday,True,False,False,FY2022,Q4,AED
20221022,2022-10-22,22,10,October,Q4,2022,42,Saturday,True,False,False,FY2022,Q4,AED
20221023,2022-10-23,23,10,October,Q4,2022,42,Sunday,False,False,False,FY2022,Q4,AED
20221024,2022-10-24,24,10,October,Q4,2022,43,Monday,False,True,False,FY2022,Q4,AED
20221025,2022-10-25,25,10,October,Q4,2022,43,Tuesday,False,True,False,FY2022,Q4,AED
20221026,2022-10-26,26,10,October,Q4,2022,43,Wednesday,False,False,False,FY2022,Q4,AED
20221027,2022-10-27,27,10,October,Q4,2022,43,Thursday,False,False,False,FY2022,Q4,AED
20221028,2022-10-28,28,10,October,Q4,2022,43,Friday,True,False,False,FY2022,Q4,AED
20221029,2022-10-29,29,10,October,Q4,2022,43,Saturday,True,False,False,FY2022,Q4,AED
20221030,2022-10-30,30,10,October,Q4,2022,43,Sunday,False,False,False,FY2022,Q4,AED
20221031,2022-10-31,31,10,October,Q4,2022,44,Monday,False,False,False,FY2022,Q4,AED
20221101,2022-11-01,1,11,November,Q4,2022,44,Tuesday,False,False,False,FY2022,Q4,AED
20221102,2022-11-02,2,11,November,Q4,2022,44,Wednesday,False,False,False,FY2022,Q4,AED
20221103,2022-11-03,3,11,November,Q4,2022,44,Thursday,False,False,False,FY2022,Q4,AED
20221104,2022-11-04,4,11,November,Q4,2022,44,Friday,True,False,False,FY2022,Q4,AED
20221105,2022-11-05,5,11,November,Q4,2022,44,Saturday,True,False,False,FY2022,Q4,AED
20221106,2022-11-06,6,11,November,Q4,2022,44,Sunday,False,False,False,FY2022,Q4,AED
20221107,2022-11-07,7,11,November,Q4,2022,45,Monday,False,False,False,FY2022,Q4,AED
20221108,2022-11-08,8,11,November,Q4,2022,45,Tuesday,False,False,False,FY2022,Q4,AED
20221109,2022-11-09,9,11,November,Q4,2022,45,Wednesday,False,False,False,FY2022,Q4,AED
20221110,2022-11-10,10,11,November,Q4,2022,45,Thursday,False,False,False,FY2022,Q4,AED
20221111,2022-11-11,11,11,November,Q4,2022,45,Friday,True,False,False,FY2022,Q4,AED
20221112,2022-11-12,12,11,November,Q4,2022,45,Saturday,True,False,False,FY2022,Q4,AED
20221113,2022-11-13,13,11,November,Q4,2022,45,Sunday,False,False,False,FY2022,Q4,AED
20221114,2022-11-14,14,11,November,Q4,2022,46,Monday,False,False,False,FY2022,Q4,AED
20221115,2022-11-15,15,11,November,Q4,2022,46,Tuesday,False,False,False,FY2022,Q4,AED
20221116,2022-11-16,16,11,November,Q4,2022,46,Wednesday,False,False,False,FY2022,Q4,AED
20221117,2022-11-17,17,11,November,Q4,2022,46,Thursday,False,False,False,FY2022,Q4,AED
20221118,2022-11-18,18,11,November,Q4,2022,46,Friday,True,False,False,FY2022,Q4,AED
20221119,2022-11-19,19,11,November,Q4,2022,46,Saturday,True,False,False,FY2022,Q4,AED
20221120,2022-11-20,20,11,November,Q4,2022,46,Sunday,False,False,False,FY2022,Q4,AED
20221121,2022-11-21,21,11,November,Q4,2022,47,Monday,False,False,False,FY2022,Q4,AED
20221122,2022-11-22,22,11,November,Q4,2022,47,Tuesday,False,False,False,FY2022,Q4,AED
20221123,2022-11-23,23,11,November,Q4,2022,47,Wednesday,False,False,False,FY2022,Q4,AED
20221124,2022-11-24,24,11,November,Q4,2022,47,Thursday,False,False,False,FY2022,Q4,AED
20221125,2022-11-25,25,11,November,Q4,2022,47,Friday,True,False,False,FY2022,Q4,AED
20221126,2022-11-26,26,11,November,Q4,2022,47,Saturday,True,False,False,FY2022,Q4,AED
20221127,2022-11-27,27,11,November,Q4,2022,47,Sunday,False,False,False,FY2022,Q4,AED
20221128,2022-11-28,28,11,November,Q4,2022,48,Monday,False,False,False,FY2022,Q4,AED
20221129,2022-11-29,29,11,November,Q4,2022,48,Tuesday,False,False,False,FY2022,Q4,AED
20221130,2022-11-30,30,11,November,Q4,2022,48,Wednesday,False,False,False,FY2022,Q4,AED
20221201,2022-12-01,1,12,December,Q4,2022,48,Thursday,False,False,False,FY2022,Q4,AED
20221202,2022-12-02,2,12,December,Q4,2022,48,Friday,True,True,False,FY2022,Q4,AED
20221203,2022-12-03,3,12,December,Q4,2022,48,Saturday,True,False,False,FY2022,Q4,AED
20221204,2022-12-04,4,12,December,Q4,2022,48,Sunday,False,False,False,FY2022,Q4,AED
20221205,2022-12-05,5,12,December,Q4,2022,49,Monday,False,False,False,FY2022,Q4,AED
20221206,2022-12-06,6,12,December,Q4,2022,49,Tuesday,False,False,False,FY2022,Q4,AED
20221207,2022-12-07,7,12,December,Q4,2022,49,Wednesday,False,False,False,FY2022,Q4,AED
20221208,2022-12-08,8,12,December,Q4,2022,49,Thursday,False,False,False,FY2022,Q4,AED
20221209,2022-12-09,9,12,December,Q4,2022,49,Friday,True,False,False,FY2022,Q4,AED
20221210,2022-12-10,10,12,December,Q4,2022,49,Saturday,True,False,False,FY2022,Q4,AED
20221211,2022-12-11,11,12,December,Q4,2022,49,Sunday,False,False,False,FY2022,Q4,AED
20221212,2022-12-12,12,12,December,Q4,2022,50,Monday,False,False,False,FY2022,Q4,AED
20221213,2022-12-13,13,12,December,Q4,2022,50,Tuesday,False,False,False,FY2022,Q4,AED
20221214,2022-12-14,14,12,December,Q4,2022,50,Wednesday,False,False,False,FY2022,Q4,AED
20221215,2022-12-15,15,12,December,Q4,2022,50,Thursday,False,True,False,FY2022,Q4,AED
20221216,2022-12-16,16,12,December,Q4,2022,50,Friday,True,True,False,FY2022,Q4,AED
20221217,2022-12-17,17,12,December,Q4,2022,50,Saturday,True,True,False,FY2022,Q4,AED
20221218,2022-12-18,18,12,December,Q4,2022,50,Sunday,False,True,False,FY2022,Q4,AED
20221219,2022-12-19,19,12,December,Q4,2022,51,Monday,False,True,False,FY2022,Q4,AED
20221220,2022-12-20,20,12,December,Q4,2022,51,Tuesday,False,True,False,FY2022,Q4,AED
20221221,2022-12-21,21,12,December,Q4,2022,51,Wednesday,False,True,False,FY2022,Q4,AED
20221222,2022-12-22,22,12,December,Q4,2022,51,Thursday,False,True,False,FY2022,Q4,AED
20221223,2022-12-23,23,12,December,Q4,2022,51,Friday,True,True,False,FY2022,Q4,AED
20221224,2022-12-24,24,12,December,Q4,2022,51,Saturday,True,True,False,FY2022,Q4,AED
20221225,2022-12-25,25,12,December,Q4,2022,51,Sunday,False,True,False,FY2022,Q4,AED
20221226,2022-12-26,26,12,December,Q4,2022,52,Monday,False,True,False,FY2022,Q4,AED
20221227,2022-12-27,27,12,December,Q4,2022,52,Tuesday,False,True,False,FY2022,Q4,AED
20221228,2022-12-28,28,12,December,Q4,2022,52,Wednesday,False,True,False,FY2022,Q4,AED
20221229,2022-12-29,29,12,December,Q4,2022,52,Thursday,False,True,False,FY2022,Q4,AED
20221230,2022-12-30,30,12,December,Q4,2022,52,Friday,True,True,False,FY2022,Q4,AED
20221231,2022-12-31,31,12,December,Q4,2022,52,Saturday,True,True,False,FY2022,Q4,AED
20230101,2023-01-01,1,1,January,Q1,2023,52,Sunday,False,True,False,FY2023,Q1,AED
20230102,2023-01-02,2,1,January,Q1,2023,1,Monday,False,True,False,FY2023,Q1,AED
20230103,2023-01-03,3,1,January,Q1,2023,1,Tuesday,False,True,False,FY2023,Q1,AED
20230104,2023-01-04,4,1,January,Q1,2023,1,Wednesday,False,True,False,FY2023,Q1,AED
20230105,2023-01-05,5,1,January,Q1,2023,1,Thursday,False,True,False,FY2023,Q1,AED
20230106,2023-01-06,6,1,January,Q1,2023,1,Friday,True,True,False,FY2023,Q1,AED
20230107,2023-01-07,7,1,January,Q1,2023,1,Saturday,True,True,False,FY2023,Q1,AED
20230108,2023-01-08,8,1,January,Q1,2023,1,Sunday,False,True,False,FY2023,Q1,AED
20230109,2023-01-09,9,1,January,Q1,2023,2,Monday,False,True,False,FY2023,Q1,AED
20230110,2023-01-10,10,1,January,Q1,2023,2,Tuesday,False,True,False,FY2023,Q1,AED
20230111,2023-01-11,11,1,January,Q1,2023,2,Wednesday,False,True,False,FY2023,Q1,AED
20230112,2023-01-12,12,1,January,Q1,2023,2,Thursday,False,True,False,FY2023,Q1,AED
20230113,2023-01-13,13,1,January,Q1,2023,2,Friday,True,True,False,FY2023,Q1,AED
20230114,2023-01-14,14,1,January,Q1,2023,2,Saturday,True,True,False,FY2023,Q1,AED
20230115,2023-01-15,15,1,January,Q1,2023,2,Sunday,False,False,False,FY2023,Q1,AED
20230116,2023-01-16,16,1,January,Q1,2023,3,Monday,False,False,False,FY2023,Q1,AED
20230117,2023-01-17,17,1,January,Q1,2023,3,Tuesday,False,False,False,FY2023,Q1,AED
20230118,2023-01-18,18,1,January,Q1,2023,3,Wednesday,False,False,False,FY2023,Q1,AED
20230119,2023-01-19,19,1,January,Q1,2023,3,Thursday,False,False,False,FY2023,Q1,AED
20230120,2023-01-20,20,1,January,Q1,2023,3,Friday,True,False,False,FY2023,Q1,AED
20230121,2023-01-21,21,1,January,Q1,2023,3,Saturday,True,False,False,FY2023,Q1,AED
20230122,2023-01-22,22,1,January,Q1,2023,3,Sunday,False,False,False,FY2023,Q1,AED
20230123,2023-01-23,23,1,January,Q1,2023,4,Monday,False,False,False,FY2023,Q1,AED
20230124,2023-01-24,24,1,January,Q1,2023,4,Tuesday,False,False,False,FY2023,Q1,AED
20230125,2023-01-25,25,1,January,Q1,2023,4,Wednesday,False,False,False,FY2023,Q1,AED
20230126,2023-01-26,26,1,January,Q1,2023,4,Thursday,False,False,False,FY2023,Q1,AED
20230127,2023-01-27,27,1,January,Q1,2023,4,Friday,True,False,False,FY2023,Q1,AED
20230128,2023-01-28,28,1,January,Q1,2023,4,Saturday,True,False,False,FY2023,Q1,AED
20230129,2023-01-29,29,1,January,Q1,2023,4,Sunday,False,False,False,FY2023,Q1,AED
20230130,2023-01-30,30,1,January,Q1,2023,5,Monday,False,False,False,FY2023,Q1,AED
20230131,2023-01-31,31,1,January,Q1,2023,5,Tuesday,False,False,False,FY2023,Q1,AED
20230201,2023-02-01,1,2,February,Q1,2023,5,Wednesday,False,False,False,FY2023,Q1,AED
20230202,2023-02-02,2,2,February,Q1,2023,5,Thursday,False,False,False,FY2023,Q1,AED
20230203,2023-02-03,3,2,February,Q1,2023,5,Friday,True,False,False,FY2023,Q1,AED
20230204,2023-02-04,4,2,February,Q1,2023,5,Saturday,True,False,False,FY2023,Q1,AED
20230205,2023-02-05,5,2,February,Q1,2023,5,Sunday,False,False,False,FY2023,Q1,AED
20230206,2023-02-06,6,2,February,Q1,2023,6,Monday,False,False,False,FY2023,Q1,AED
20230207,2023-02-07,7,2,February,Q1,2023,6,Tuesday,False,False,False,FY2023,Q1,AED
20230208,2023-02-08,8,2,February,Q1,2023,6,Wednesday,False,False,False,FY2023,Q1,AED
20230209,2023-02-09,9,2,February,Q1,2023,6,Thursday,False,False,False,FY2023,Q1,AED
20230210,2023-02-10,10,2,February,Q1,2023,6,Friday,True,False,False,FY2023,Q1,AED
20230211,2023-02-11,11,2,February,Q1,2023,6,Saturday,True,False,False,FY2023,Q1,AED
20230212,2023-02-12,12,2,February,Q1,2023,6,Sunday,False,False,False,FY2023,Q1,AED
20230213,2023-02-13,13,2,February,Q1,2023,7,Monday,False,False,False,FY2023,Q1,AED
20230214,2023-02-14,14,2,February,Q1,2023,7,Tuesday,False,True,False,FY2023,Q1,AED
20230215,2023-02-15,15,2,February,Q1,2023,7,Wednesday,False,False,False,FY2023,Q1,AED
20230216,2023-02-16,16,2,February,Q1,2023,7,Thursday,False,False,False,FY2023,Q1,AED
20230217,2023-02-17,17,2,February,Q1,2023,7,Friday,True,False,False,FY2023,Q1,AED
20230218,2023-02-18,18,2,February,Q1,2023,7,Saturday,True,False,False,FY2023,Q1,AED
20230219,2023-02-19,19,2,February,Q1,2023,7,Sunday,False,False,False,FY2023,Q1,AED
20230220,2023-02-20,20,2,February,Q1,2023,8,Monday,False,False,False,FY2023,Q1,AED
20230221,2023-02-21,21,2,February,Q1,2023,8,Tuesday,False,False,False,FY2023,Q1,AED
20230222,2023-02-22,22,2,February,Q1,2023,8,Wednesday,False,False,False,FY2023,Q1,AED
20230223,2023-02-23,23,2,February,Q1,2023,8,Thursday,False,False,False,FY2023,Q1,AED
20230224,2023-02-24,24,2,February,Q1,2023,8,Friday,True,False,False,FY2023,Q1,AED
20230225,2023-02-25,25,2,February,Q1,2023,8,Saturday,True,False,False,FY2023,Q1,AED
20230226,2023-02-26,26,2,February,Q1,2023,8,Sunday,False,False,False,FY2023,Q1,AED
20230227,2023-02-27,27,2,February,Q1,2023,9,Monday,False,False,False,FY2023,Q1,AED
20230228,2023-02-28,28,2,February,Q1,2023,9,Tuesday,False,False,False,FY2023,Q1,AED
20230301,2023-03-01,1,3,March,Q1,2023,9,Wednesday,False,False,False,FY2023,Q1,AED
20230302,2023-03-02,2,3,March,Q1,2023,9,Thursday,False,False,False,FY2023,Q1,AED
20230303,2023-03-03,3,3,March,Q1,2023,9,Friday,True,False,False,FY2023,Q1,AED
20230304,2023-03-04,4,3,March,Q1,2023,9,Saturday,True,False,False,FY2023,Q1,AED
20230305,2023-03-05,5,3,March,Q1,2023,9,Sunday,False,False,False,FY2023,Q1,AED
20230306,2023-03-06,6,3,March,Q1,2023,10,Monday,False,False,False,FY2023,Q1,AED
20230307,2023-03-07,7,3,March,Q1,2023,10,Tuesday,False,False,False,FY2023,Q1,AED
20230308,2023-03-08,8,3,March,Q1,2023,10,Wednesday,False,False,False,FY2023,Q1,AED
20230309,2023-03-09,9,3,March,Q1,2023,10,Thursday,False,False,False,FY2023,Q1,AED
20230310,2023-03-10,10,3,March,Q1,2023,10,Friday,True,False,False,FY2023,Q1,AED
20230311,2023-03-11,11,3,March,Q1,2023,10,Saturday,True,False,False,FY2023,Q1,AED
20230312,2023-03-12,12,3,March,Q1,2023,10,Sunday,False,False,False,FY2023,Q1,AED
20230313,2023-03-13,13,3,March,Q1,2023,11,Monday,False,False,False,FY2023,Q1,AED
20230314,2023-03-14,14,3,March,Q1,2023,11,Tuesday,False,False,False,FY2023,Q1,AED
20230315,2023-03-15,15,3,March,Q1,2023,11,Wednesday,False,False,False,FY2023,Q1,AED
20230316,2023-03-16,16,3,March,Q1,2023,11,Thursday,False,False,False,FY2023,Q1,AED
20230317,2023-03-17,17,3,March,Q1,2023,11,Friday,True,False,False,FY2023,Q1,AED
20230318,2023-03-18,18,3,March,Q1,2023,11,Saturday,True,False,False,FY2023,Q1,AED
20230319,2023-03-19,19,3,March,Q1,2023,11,Sunday,False,False,False,FY2023,Q1,AED
20230320,2023-03-20,20,3,March,Q1,2023,12,Monday,False,False,False,FY2023,Q1,AED
20230321,2023-03-21,21,3,March,Q1,2023,12,Tuesday,False,False,False,FY2023,Q1,AED
20230322,2023-03-22,22,3,March,Q1,2023,12,Wednesday,False,False,False,FY2023,Q1,AED
20230323,2023-03-23,23,3,March,Q1,2023,12,Thursday,False,False,True,FY2023,Q1,AED
20230324,2023-03-24,24,3,March,Q1,2023,12,Friday,True,False,True,FY2023,Q1,AED
20230325,2023-03-25,25,3,March,Q1,2023,12,Saturday,True,False,True,FY2023,Q1,AED
20230326,2023-03-26,26,3,March,Q1,2023,12,Sunday,False,False,True,FY2023,Q1,AED
20230327,2023-03-27,27,3,March,Q1,2023,13,Monday,False,False,True,FY2023,Q1,AED
20230328,2023-03-28,28,3,March,Q1,2023,13,Tuesday,False,False,True,FY2023,Q1,AED
20230329,2023-03-29,29,3,March,Q1,2023,13,Wednesday,False,False,True,FY2023,Q1,AED
20230330,2023-03-30,30,3,March,Q1,2023,13,Thursday,False,False,True,FY2023,Q1,AED
20230331,2023-03-31,31,3,March,Q1,2023,13,Friday,True,False,True,FY2023,Q1,AED
20230401,2023-04-01,1,4,April,Q2,2023,13,Saturday,True,False,True,FY2023,Q2,AED
20230402,2023-04-02,2,4,April,Q2,2023,13,Sunday,False,False,True,FY2023,Q2,AED
20230403,2023-04-03,3,4,April,Q2,2023,14,Monday,False,False,True,FY2023,Q2,AED
20230404,2023-04-04,4,4,April,Q2,2023,14,Tuesday,False,False,True,FY2023,Q2,AED
20230405,2023-04-05,5,4,April,Q2,2023,14,Wednesday,False,False,True,FY2023,Q2,AED
20230406,2023-04-06,6,4,April,Q2,2023,14,Thursday,False,False,True,FY2023,Q2,AED
20230407,2023-04-07,7,4,April,Q2,2023,14,Friday,True,False,True,FY2023,Q2,AED
20230408,2023-04-08,8,4,April,Q2,2023,14,Saturday,True,False,True,FY2023,Q2,AED
20230409,2023-04-09,9,4,April,Q2,2023,14,Sunday,False,False,True,FY2023,Q2,AED
20230410,2023-04-10,10,4,April,Q2,2023,15,Monday,False,False,True,FY2023,Q2,AED
20230411,2023-04-11,11,4,April,Q2,2023,15,Tuesday,False,False,True,FY2023,Q2,AED
20230412,2023-04-12,12,4,April,Q2,2023,15,Wednesday,False,False,True,FY2023,Q2,AED
20230413,2023-04-13,13,4,April,Q2,2023,15,Thursday,False,False,True,FY2023,Q2,AED
20230414,2023-04-14,14,4,April,Q2,2023,15,Friday,True,False,True,FY2023,Q2,AED
20230415,2023-04-15,15,4,April,Q2,2023,15,Saturday,True,False,True,FY2023,Q2,AED
20230416,2023-04-16,16,4,April,Q2,2023,15,Sunday,False,False,True,FY2023,Q2,AED
20230417,2023-04-17,17,4,April,Q2,2023,16,Monday,False,False,True,FY2023,Q2,AED
20230418,2023-04-18,18,4,April,Q2,2023,16,Tuesday,False,False,True,FY2023,Q2,AED
20230419,2023-04-19,19,4,April,Q2,2023,16,Wednesday,False,False,True,FY2023,Q2,AED
20230420,2023-04-20,20,4,April,Q2,2023,16,Thursday,False,False,True,FY2023,Q2,AED
20230421,2023-04-21,21,4,April,Q2,2023,16,Friday,True,True,False,FY2023,Q2,AED
20230422,2023-04-22,22,4,April,Q2,2023,16,Saturday,True,True,False,FY2023,Q2,AED
20230423,2023-04-23,23,4,April,Q2,2023,16,Sunday,False,True,False,FY2023,Q2,AED
20230424,2023-04-24,24,4,April,Q2,2023,17,Monday,False,True,False,FY2023,Q2,AED
20230425,2023-04-25,25,4,April,Q2,2023,17,Tuesday,False,True,False,FY2023,Q2,AED
20230426,2023-04-26,26,4,April,Q2,2023,17,Wednesday,False,False,False,FY2023,Q2,AED
20230427,2023-04-27,27,4,April,Q2,2023,17,Thursday,False,False,False,FY2023,Q2,AED
20230428,2023-04-28,28,4,April,Q2,2023,17,Friday,True,False,False,FY2023,Q2,AED
20230429,2023-04-29,29,4,April,Q2,2023,17,Saturday,True,False,False,FY2023,Q2,AED
20230430,2023-04-30,30,4,April,Q2,2023,17,Sunday,False,False,False,FY2023,Q2,AED
